scope,observed_tier,patch,role,item_id,item_name,games,wins,losses,win_rate,holder_count,pick_rate,pick_rate_denominator,avg_final_slot,min_games_applied
overall,MIXED,16.17,TOP,3084,心の鋼,56,29,27,0.5178571428571429,56,0.05555555555555555,1008,2.0,15
overall,MIXED,14.19,MIDDLE,3340,ステルス ワード,56,28,28,0.5,56,0.6666666666666666,84,6.0,15
overall,MIXED,16.14,JUNGLE,3078,トリニティ フォース,56,28,28,0.5,56,0.08045977011494253,696,1.3392857142857142,15
overall,MIXED,15.11,BOTTOM,1055,ドラン ブレード,56,28,28,0.5,56,0.5283018867924528,106,0.8928571428571429,15
overall,MIXED,15.10,ALL,3071,ブラック クリーバー,56,28,28,0.5,56,0.08115942028985507,690,1.9107142857142858,15
overall,MIXED,16.17,ALL,2504,ケイニック ルーケルン,56,27,29,0.48214285714285715,56,0.011111111111111112,5040,2.7857142857142856,15
overall,MIXED,16.10,JUNGLE,2055,コントロール ワード,56,27,29,0.48214285714285715,56,0.25225225225225223,222,1.9285714285714286,15
overall,MIXED,16.17,ALL,1026,ブラスティング ワンド,56,27,29,0.48214285714285715,56,0.011111111111111112,5040,3.25,15
overall,MIXED,16.13,TOP,2525,プロトプラズム ハーネス,56,27,29,0.48214285714285715,56,0.0851063829787234,658,2.4285714285714284,15
overall,MIXED,15.23,ALL,6653,ライアンドリーの仮面,56,27,29,0.48214285714285715,56,0.09655172413793103,580,2.107142857142857,15
overall,MIXED,15.24,ALL,3084,心の鋼,56,27,29,0.48214285714285715,56,0.03274853801169591,1710,1.5535714285714286,15
overall,MIXED,15.10,ALL,2031,詰め替えポーション,56,27,29,0.48214285714285715,56,0.08115942028985507,690,1.4285714285714286,15
overall,MIXED,15.11,ALL,2031,詰め替えポーション,56,27,29,0.48214285714285715,56,0.10566037735849057,530,1.4464285714285714,15
overall,MIXED,16.5,ALL,4645,シャドウフレイム,56,26,30,0.4642857142857143,56,0.0691358024691358,810,2.8214285714285716,15
overall,MIXED,15.7,MIDDLE,3340,ステルス ワード,56,26,30,0.4642857142857143,56,0.6086956521739131,92,6.0,15
overall,MIXED,15.24,TOP,1056,ドラン リング,56,26,30,0.4642857142857143,56,0.16374269005847952,342,0.5357142857142857,15
overall,MIXED,16.3,ALL,1058,ムダニ デカイ ロッド,56,26,30,0.4642857142857143,56,0.06363636363636363,880,3.0357142857142856,15
overall,MIXED,16.18,MIDDLE,2503,黒炎のトーチ,56,26,30,0.4642857142857143,56,0.16666666666666666,336,1.9107142857142858,15
overall,MIXED,15.17,JUNGLE,2055,コントロール ワード,56,25,31,0.44642857142857145,56,0.345679012345679,162,1.7678571428571428,15
overall,MIXED,16.14,UTILITY,3111,マーキュリー ブーツ,56,25,31,0.44642857142857145,56,0.08045977011494253,696,2.5714285714285716,15
overall,MIXED,15.2,ALL,2031,詰め替えポーション,56,25,31,0.44642857142857145,56,0.12173913043478261,460,1.4107142857142858,15
overall,MIXED,16.16,ALL,6617,ムーンストーンの再生,56,24,32,0.42857142857142855,56,0.016816816816816817,3330,2.7142857142857144,15
overall,MIXED,15.3,ALL,1055,ドラン ブレード,56,22,34,0.39285714285714285,56,0.13658536585365855,410,0.5535714285714286,15
overall,MIXED,14.19,ALL,1056,ドラン リング,56,22,34,0.39285714285714285,56,0.13333333333333333,420,1.4107142857142858,15
overall,MIXED,16.8,MIDDLE,1056,ドラン リング,56,22,34,0.39285714285714285,56,0.4,140,0.8928571428571429,15
overall,MIXED,16.14,ALL,3171,真紅のアイオニア ブーツ,56,20,36,0.35714285714285715,56,0.016091954022988506,3480,2.892857142857143,15
overall,MIXED,16.14,MIDDLE,3171,真紅のアイオニア ブーツ,56,20,36,0.35714285714285715,56,0.08045977011494253,696,2.892857142857143,15
overall,MIXED,15.19,ALL,3067,キンドルジェム,56,19,37,0.3392857142857143,56,0.04869565217391304,1150,3.4464285714285716,15
overall,MIXED,15.15,ALL,2031,詰め替えポーション,56,19,37,0.3392857142857143,56,0.13658536585365855,410,1.5357142857142858,15
overall,MIXED,15.24,ALL,3123,エクスキューショナー コーリング,56,14,42,0.25,56,0.03274853801169591,1710,3.3214285714285716,15
overall,MIXED,15.24,ALL,3173,チェインレースド クラッシャー,55,37,18,0.6727272727272727,55,0.03216374269005848,1710,2.0727272727272728,15
overall,MIXED,16.13,TOP,3142,妖夢の霊剣,55,34,21,0.6181818181818182,55,0.08358662613981763,658,1.1272727272727272,15
overall,MIXED,16.6,ALL,3020,ソーサラー シューズ,55,33,22,0.6,55,0.07236842105263158,760,2.4545454545454546,15
overall,MIXED,16.6,ALL,3157,ゾーニャの砂時計,55,33,22,0.6,55,0.07236842105263158,760,1.290909090909091,15
overall,MIXED,15.24,TOP,1054,ドラン シールド,55,33,22,0.6,55,0.1608187134502924,342,0.6909090909090909,15
overall,MIXED,16.12,ALL,2523,ヘクスオプティックC44,55,33,22,0.6,55,0.06179775280898876,890,1.9272727272727272,15
overall,MIXED,16.12,BOTTOM,2523,ヘクスオプティックC44,55,33,22,0.6,55,0.3107344632768362,177,1.9272727272727272,15
overall,MIXED,16.18,BOTTOM,2523,ヘクスオプティックC44,55,33,22,0.6,55,0.1636904761904762,336,1.8545454545454545,15
overall,MIXED,16.14,BOTTOM,2055,コントロール ワード,55,32,23,0.5818181818181818,55,0.07902298850574713,696,2.090909090909091,15
overall,MIXED,16.15,ALL,2524,バンドルパイプ,55,32,23,0.5818181818181818,55,0.013317191283292978,4130,2.672727272727273,15
overall,MIXED,16.12,ALL,2503,黒炎のトーチ,55,32,23,0.5818181818181818,55,0.06179775280898876,890,2.3636363636363638,15
overall,MIXED,16.15,TOP,6333,デス ダンス,55,31,24,0.5636363636363636,55,0.06658595641646489,826,2.4727272727272727,15
overall,MIXED,15.14,ALL,3363,ファーサイト オルタレーション,55,30,25,0.5454545454545454,55,0.11956521739130435,460,6.0,15
overall,MIXED,16.5,ALL,3153,ルインドキング ブレード,55,30,25,0.5454545454545454,55,0.06790123456790123,810,1.6,15
overall,MIXED,15.17,MIDDLE,3020,ソーサラー シューズ,55,29,26,0.5272727272727272,55,0.3395061728395062,162,3.109090909090909,15
overall,MIXED,15.13,ALL,3078,トリニティ フォース,55,29,26,0.5272727272727272,55,0.057291666666666664,960,2.018181818181818,15
overall,MIXED,16.14,TOP,3075,ソーンメイル,55,28,27,0.509090909090909,55,0.07902298850574713,696,2.690909090909091,15
overall,MIXED,16.17,BOTTOM,1056,ドラン リング,55,28,27,0.509090909090909,55,0.054563492063492064,1008,0.34545454545454546,15
overall,MIXED,16.17,MIDDLE,3116,リーライ クリスタル セプター,55,28,27,0.509090909090909,55,0.054563492063492064,1008,2.3636363636363638,15
overall,MIXED,16.16,BOTTOM,3085,ルナーン ハリケーン,55,28,27,0.509090909090909,55,0.08258258258258258,666,2.4909090909090907,15
overall,MIXED,16.9,ALL,1028,ルビー クリスタル,55,28,27,0.509090909090909,55,0.06962025316455696,790,3.6,15
overall,MIXED,16.8,ALL,6655,ルーデン エコー,55,28,27,0.509090909090909,55,0.07857142857142857,700,1.8363636363636364,15
overall,MIXED,16.13,ALL,4005,帝国の指令,55,28,27,0.509090909090909,55,0.016717325227963525,3290,2.672727272727273,15
overall,MIXED,16.13,JUNGLE,2510,黄昏と暁,55,28,27,0.509090909090909,55,0.08358662613981763,658,1.2,15
overall,MIXED,15.15,MIDDLE,3340,ステルス ワード,55,27,28,0.4909090909090909,55,0.6707317073170732,82,6.0,15
overall,MIXED,16.14,ALL,3134,セレイテッド ダーク,55,27,28,0.4909090909090909,55,0.015804597701149427,3480,2.6545454545454548,15
overall,MIXED,15.17,ALL,1054,ドラン シールド,55,27,28,0.4909090909090909,55,0.06790123456790123,810,0.5818181818181818,15
overall,MIXED,16.9,MIDDLE,1056,ドラン リング,55,27,28,0.4909090909090909,55,0.34810126582278483,158,0.6181818181818182,15
overall,MIXED,15.9,ALL,3006,バーサーカー ブーツ,55,27,28,0.4909090909090909,55,0.12790697674418605,430,2.418181818181818,15
overall,MIXED,16.4,ALL,3175,連呪使いのブーツ,55,27,28,0.4909090909090909,55,0.10377358490566038,530,2.7454545454545456,15
overall,MIXED,16.4,MIDDLE,3175,連呪使いのブーツ,55,27,28,0.4909090909090909,55,0.5188679245283019,106,2.7454545454545456,15
overall,MIXED,16.17,ALL,3008,グラトナス ブーツ,55,26,29,0.4727272727272727,55,0.010912698412698412,5040,2.036363636363636,15
overall,MIXED,16.14,MIDDLE,4646,ストームサージ,55,26,29,0.4727272727272727,55,0.07902298850574713,696,2.8,15
overall,MIXED,15.21,BOTTOM,1055,ドラン ブレード,55,26,29,0.4727272727272727,55,0.4700854700854701,117,0.8,15
overall,MIXED,16.16,ALL,3115,ナッシャー トゥース,55,26,29,0.4727272727272727,55,0.016516516516516516,3330,2.6,15
overall,MIXED,16.15,ALL,4005,帝国の指令,55,26,29,0.4727272727272727,55,0.013317191283292978,4130,2.109090909090909,15
overall,MIXED,15.24,ALL,3876,至点のソリ,55,26,29,0.4727272727272727,55,0.03216374269005848,1710,0.2,15
overall,MIXED,15.24,UTILITY,3876,至点のソリ,55,26,29,0.4727272727272727,55,0.1608187134502924,342,0.2,15
overall,MIXED,15.24,ALL,1018,アジリティ クローク,55,25,30,0.45454545454545453,55,0.03216374269005848,1710,3.272727272727273,15
overall,MIXED,16.16,UTILITY,6617,ムーンストーンの再生,55,24,31,0.43636363636363634,55,0.08258258258258258,666,2.7636363636363637,15
overall,MIXED,16.12,ALL,1052,増魔の書,55,24,31,0.43636363636363634,55,0.06179775280898876,890,3.4545454545454546,15
overall,MIXED,16.18,ALL,3124,グインソー レイジブレード,55,23,32,0.41818181818181815,55,0.03273809523809524,1680,1.8909090909090909,15
overall,MIXED,15.9,UTILITY,2055,コントロール ワード,55,23,32,0.41818181818181815,55,0.6395348837209303,86,2.8,15
overall,MIXED,15.17,MIDDLE,1056,ドラン リング,55,23,32,0.41818181818181815,55,0.3395061728395062,162,1.018181818181818,15
overall,MIXED,16.5,MIDDLE,1056,ドラン リング,55,23,32,0.41818181818181815,55,0.3395061728395062,162,1.0363636363636364,15
overall,MIXED,15.11,ALL,6653,ライアンドリーの仮面,55,23,32,0.41818181818181815,55,0.10377358490566038,530,2.327272727272727,15
overall,MIXED,16.16,TOP,1036,ロング ソード,55,23,32,0.41818181818181815,55,0.08258258258258258,666,3.9454545454545453,15
overall,MIXED,16.17,UTILITY,1031,チェイン ベスト,55,22,33,0.4,55,0.054563492063492064,1008,3.963636363636364,15
overall,MIXED,16.12,ALL,1037,ピッケル,55,22,33,0.4,55,0.06179775280898876,890,3.309090909090909,15
overall,MIXED,16.17,ALL,2421,砕けたアームガード,55,22,33,0.4,55,0.010912698412698412,5040,1.290909090909091,15
overall,MIXED,16.15,ALL,3041,メジャイ ソウルスティーラー,54,38,16,0.7037037037037037,54,0.013075060532687652,4130,2.3703703703703702,15
overall,MIXED,15.12,ALL,3031,インフィニティ エッジ,54,36,18,0.6666666666666666,54,0.10588235294117647,510,2.3333333333333335,15
overall,MIXED,16.14,JUNGLE,3026,ガーディアン エンジェル,54,36,18,0.6666666666666666,54,0.07758620689655173,696,3.537037037037037,15
overall,MIXED,16.17,UTILITY,2022,輝きのモート,54,35,19,0.6481481481481481,54,0.05357142857142857,1008,4.296296296296297,15
overall,MIXED,16.16,MIDDLE,4646,ストームサージ,54,33,21,0.6111111111111112,54,0.08108108108108109,666,2.6666666666666665,15
overall,MIXED,16.13,JUNGLE,2019,スチール シジル,54,32,22,0.5925925925925926,54,0.08206686930091185,658,3.5925925925925926,15
overall,MIXED,16.15,UTILITY,2524,バンドルパイプ,54,32,22,0.5925925925925926,54,0.06537530266343826,826,2.7037037037037037,15
overall,MIXED,16.9,ALL,1052,増魔の書,54,32,22,0.5925925925925926,54,0.06835443037974684,790,3.8518518518518516,15
overall,MIXED,15.18,BOTTOM,3031,インフィニティ エッジ,54,31,23,0.5740740740740741,54,0.4153846153846154,130,2.314814814814815,15
overall,MIXED,15.8,UTILITY,2055,コントロール ワード,54,31,23,0.5740740740740741,54,0.4153846153846154,130,2.3333333333333335,15
overall,MIXED,15.22,ALL,6655,ルーデン エコー,54,31,23,0.5740740740740741,54,0.08181818181818182,660,2.7037037037037037,15
overall,MIXED,16.13,ALL,3147,悲愴な仮面,54,31,23,0.5740740740740741,54,0.01641337386018237,3290,3.259259259259259,15
overall,MIXED,15.10,BOTTOM,3031,インフィニティ エッジ,54,30,24,0.5555555555555556,54,0.391304347826087,138,2.240740740740741,15
overall,MIXED,16.9,ALL,3020,ソーサラー シューズ,54,30,24,0.5555555555555556,54,0.06835443037974684,790,2.5,15
overall,MIXED,16.15,JUNGLE,1028,ルビー クリスタル,54,30,24,0.5555555555555556,54,0.06537530266343826,826,3.925925925925926,15
overall,MIXED,16.9,ALL,6672,クラーケン スレイヤー,54,29,25,0.5370370370370371,54,0.06835443037974684,790,2.388888888888889,15
overall,MIXED,16.16,UTILITY,3050,ジーク コンバージェンス,54,29,25,0.5370370370370371,54,0.08108108108108109,666,2.4814814814814814,15
overall,MIXED,16.3,ALL,3009,スイフトネス ブーツ,54,29,25,0.5370370370370371,54,0.06136363636363636,880,2.4814814814814814,15
overall,MIXED,15.10,BOTTOM,3006,バーサーカー ブーツ,54,29,25,0.5370370370370371,54,0.391304347826087,138,2.3518518518518516,15
overall,MIXED,16.13,UTILITY,3111,マーキュリー ブーツ,54,29,25,0.5370370370370371,54,0.0821917808219178,657,2.3333333333333335,15
overall,MIXED,15.8,ALL,3032,ユン・タル ワイルドアロー,54,29,25,0.5370370370370371,54,0.08307692307692308,650,1.462962962962963,15
overall,MIXED,16.11,ALL,3089,ラバドン デスキャップ,54,29,25,0.5370370370370371,54,0.04576271186440678,1180,2.425925925925926,15
overall,MIXED,16.13,JUNGLE,3073,実験的ヘクスプレート,54,29,25,0.5370370370370371,54,0.08206686930091185,658,1.8333333333333333,15
overall,MIXED,15.8,BOTTOM,3031,インフィニティ エッジ,54,28,26,0.5185185185185185,54,0.4153846153846154,130,2.574074074074074,15
overall,MIXED,15.8,MIDDLE,1056,ドラン リング,54,28,26,0.5185185185185185,54,0.4153846153846154,130,0.7037037037037037,15
overall,MIXED,15.2,ALL,3047,プレート スチールキャップ,54,28,26,0.5185185185185185,54,0.11739130434782609,460,2.388888888888889,15
overall,MIXED,15.24,ALL,2003,体力ポーション,54,28,26,0.5185185185185185,54,0.031578947368421054,1710,1.0925925925925926,15
overall,MIXED,15.24,MIDDLE,3157,ゾーニャの砂時計,54,27,27,0.5,54,0.15789473684210525,342,1.4074074074074074,15
overall,MIXED,16.4,BOTTOM,1055,ドラン ブレード,54,27,27,0.5,54,0.5094339622641509,106,0.8518518518518519,15
overall,MIXED,16.16,UTILITY,2524,バンドルパイプ,54,27,27,0.5,54,0.08108108108108109,666,2.9074074074074074,15
overall,MIXED,15.22,BOTTOM,3006,バーサーカー ブーツ,54,27,27,0.5,54,0.4090909090909091,132,2.4814814814814814,15
overall,MIXED,16.10,ALL,2523,ヘクスオプティックC44,54,27,27,0.5,54,0.04864864864864865,1110,1.8333333333333333,15
overall,MIXED,16.11,UTILITY,3158,アイオニア ブーツ,54,26,28,0.48148148148148145,54,0.2288135593220339,236,2.3703703703703702,15
overall,MIXED,15.20,ALL,6672,クラーケン スレイヤー,54,26,28,0.48148148148148145,54,0.08181818181818182,660,1.4259259259259258,15
overall,MIXED,16.15,JUNGLE,3036,ドミニク リガード,54,26,28,0.48148148148148145,54,0.06537530266343826,826,2.6666666666666665,15
overall,MIXED,15.21,ALL,6653,ライアンドリーの仮面,54,26,28,0.48148148148148145,54,0.09152542372881356,590,2.2962962962962963,15
overall,MIXED,15.17,ALL,1036,ロング ソード,54,26,28,0.48148148148148145,54,0.06666666666666667,810,3.611111111111111,15
overall,MIXED,16.7,ALL,3067,キンドルジェム,54,25,29,0.46296296296296297,54,0.07012987012987013,770,3.3703703703703702,15
overall,MIXED,16.1,ALL,6672,クラーケン スレイヤー,54,25,29,0.46296296296296297,54,0.07012987012987013,770,1.5555555555555556,15
overall,MIXED,14.24,ALL,2055,コントロール ワード,54,25,29,0.46296296296296297,54,0.216,250,2.425925925925926,15
overall,MIXED,15.13,JUNGLE,3340,ステルス ワード,54,25,29,0.46296296296296297,54,0.28125,192,6.0,15
overall,MIXED,15.20,MIDDLE,3020,ソーサラー シューズ,54,25,29,0.46296296296296297,54,0.4122137404580153,131,2.8703703703703702,15
overall,MIXED,16.13,JUNGLE,3078,トリニティ フォース,54,25,29,0.46296296296296297,54,0.08206686930091185,658,1.3518518518518519,15
overall,MIXED,16.3,ALL,3071,ブラック クリーバー,54,25,29,0.46296296296296297,54,0.06136363636363636,880,1.7962962962962963,15
overall,MIXED,16.16,MIDDLE,3118,マリグナンス,54,25,29,0.46296296296296297,54,0.08108108108108109,666,2.240740740740741,15
overall,MIXED,15.24,ALL,3142,妖夢の霊剣,54,25,29,0.46296296296296297,54,0.031578947368421054,1710,1.3148148148148149,15
overall,MIXED,16.13,ALL,3123,エクスキューショナー コーリング,54,23,31,0.42592592592592593,54,0.01641337386018237,3290,3.537037037037037,15
overall,MIXED,16.16,BOTTOM,3508,エッセンス リーバー,54,23,31,0.42592592592592593,54,0.08108108108108109,666,1.6111111111111112,15
overall,MIXED,15.16,ALL,3111,マーキュリー ブーツ,54,22,32,0.4074074074074074,54,0.1,540,2.4074074074074074,15
overall,MIXED,16.6,ALL,1036,ロング ソード,54,22,32,0.4074074074074074,54,0.07105263157894737,760,4.018518518518518,15
overall,MIXED,16.17,ALL,6694,セリルダの怨恨,54,20,34,0.37037037037037035,54,0.010714285714285714,5040,2.611111111111111,15
overall,MIXED,16.8,ALL,1036,ロング ソード,54,20,34,0.37037037037037035,54,0.07714285714285714,700,3.814814814814815,15
overall,MIXED,15.15,ALL,3006,バーサーカー ブーツ,54,19,35,0.35185185185185186,54,0.13170731707317074,410,2.2962962962962963,15
overall,MIXED,15.8,ALL,3158,アイオニア ブーツ,54,16,38,0.2962962962962963,54,0.08307692307692308,650,2.685185185185185,15
overall,MIXED,16.16,TOP,1028,ルビー クリスタル,54,16,38,0.2962962962962963,54,0.08108108108108109,666,4.166666666666667,15
overall,MIXED,15.19,ALL,3174,装甲強化の進撃,53,38,15,0.7169811320754716,53,0.04608695652173913,1150,2.547169811320755,15
overall,MIXED,16.3,UTILITY,2524,バンドルパイプ,53,37,16,0.6981132075471698,53,0.30113636363636365,176,2.1132075471698113,15
overall,MIXED,16.13,ALL,3124,グインソー レイジブレード,53,36,17,0.6792452830188679,53,0.016109422492401215,3290,1.6226415094339623,15
overall,MIXED,15.21,ALL,3031,インフィニティ エッジ,53,32,21,0.6037735849056604,53,0.08983050847457627,590,2.358490566037736,15
overall,MIXED,16.5,ALL,6655,ルーデン エコー,53,32,21,0.6037735849056604,53,0.0654320987654321,810,2.3962264150943398,15
overall,MIXED,15.20,BOTTOM,3031,インフィニティ エッジ,53,31,22,0.5849056603773585,53,0.4015151515151515,132,2.4339622641509435,15
overall,MIXED,16.18,ALL,3118,マリグナンス,53,31,22,0.5849056603773585,53,0.03154761904761905,1680,2.547169811320755,15
overall,MIXED,16.5,ALL,1052,増魔の書,53,31,22,0.5849056603773585,53,0.0654320987654321,810,3.69811320754717,15
overall,MIXED,16.16,JUNGLE,3157,ゾーニャの砂時計,53,30,23,0.5660377358490566,53,0.07957957957957958,666,1.3584905660377358,15
overall,MIXED,15.24,ALL,3036,ドミニク リガード,53,30,23,0.5660377358490566,53,0.030994152046783626,1710,2.7169811320754715,15
overall,MIXED,16.15,ALL,1057,ネガトロン クローク,53,30,23,0.5660377358490566,53,0.012832929782082324,4130,3.7358490566037736,15
overall,MIXED,16.14,TOP,6631,ストライドブレイカー,53,29,24,0.5471698113207547,53,0.07614942528735633,696,1.1886792452830188,15
overall,MIXED,15.24,MIDDLE,3363,ファーサイト オルタレーション,53,29,24,0.5471698113207547,53,0.15497076023391812,342,6.0,15
overall,MIXED,15.4,ALL,3047,プレート スチールキャップ,53,29,24,0.5471698113207547,53,0.1962962962962963,270,2.547169811320755,15
overall,MIXED,14.19,ALL,3111,マーキュリー ブーツ,53,29,24,0.5471698113207547,53,0.1261904761904762,420,2.3773584905660377,15
overall,MIXED,15.19,ALL,3116,リーライ クリスタル セプター,53,29,24,0.5471698113207547,53,0.04608695652173913,1150,1.9245283018867925,15
overall,MIXED,16.13,TOP,1028,ルビー クリスタル,53,29,24,0.5471698113207547,53,0.08054711246200608,658,3.6792452830188678,15
overall,MIXED,16.8,ALL,4645,シャドウフレイム,53,28,25,0.5283018867924528,53,0.07571428571428572,700,2.811320754716981,15
overall,MIXED,15.12,ALL,1056,ドラン リング,53,28,25,0.5283018867924528,53,0.10392156862745099,510,0.8867924528301887,15
overall,MIXED,16.2,UTILITY,2524,バンドルパイプ,53,28,25,0.5283018867924528,53,0.3732394366197183,142,2.339622641509434,15
overall,MIXED,16.16,UTILITY,3111,マーキュリー ブーツ,53,28,25,0.5283018867924528,53,0.07957957957957958,666,2.6226415094339623,15
overall,MIXED,16.14,BOTTOM,3033,モータル リマインダー,53,28,25,0.5283018867924528,53,0.07614942528735633,696,2.9245283018867925,15
overall,MIXED,16.10,BOTTOM,1086,ドラン ボウ,53,27,26,0.5094339622641509,53,0.23873873873873874,222,0.5283018867924528,15
overall,MIXED,16.15,ALL,3179,アンブラル グレイブ,53,26,27,0.49056603773584906,53,0.012832929782082324,4130,1.8113207547169812,15
overall,MIXED,15.19,MIDDLE,4645,シャドウフレイム,53,26,27,0.49056603773584906,53,0.23043478260869565,230,2.0943396226415096,15
overall,MIXED,16.13,ALL,3050,ジーク コンバージェンス,53,26,27,0.49056603773584906,53,0.016109422492401215,3290,2.452830188679245,15
overall,MIXED,16.10,ALL,3870,ドリーム メーカー,53,26,27,0.49056603773584906,53,0.047747747747747746,1110,0.3018867924528302,15
overall,MIXED,16.10,UTILITY,3870,ドリーム メーカー,53,26,27,0.49056603773584906,53,0.23873873873873874,222,0.3018867924528302,15
overall,MIXED,16.13,UTILITY,6653,ライアンドリーの仮面,53,26,27,0.49056603773584906,53,0.0806697108066971,657,2.4150943396226414,15
overall,MIXED,16.10,ALL,1018,アジリティ クローク,53,25,28,0.4716981132075472,53,0.047747747747747746,1110,3.5283018867924527,15
overall,MIXED,15.2,BOTTOM,3340,ステルス ワード,53,25,28,0.4716981132075472,53,0.5760869565217391,92,6.0,15
overall,MIXED,16.15,JUNGLE,6631,ストライドブレイカー,53,25,28,0.4716981132075472,53,0.06416464891041163,826,1.2264150943396226,15
overall,MIXED,16.6,MIDDLE,1056,ドラン リング,53,25,28,0.4716981132075472,53,0.34868421052631576,152,0.37735849056603776,15
overall,MIXED,15.19,MIDDLE,2503,黒炎のトーチ,53,25,28,0.4716981132075472,53,0.23043478260869565,230,2.1132075471698113,15
overall,MIXED,16.14,ALL,2502,終わりなき絶望,53,24,29,0.4528301886792453,53,0.015229885057471264,3480,2.358490566037736,15
overall,MIXED,14.20,ALL,3158,アイオニア ブーツ,53,23,30,0.4339622641509434,53,0.11521739130434783,460,2.30188679245283,15
overall,MIXED,15.14,ALL,3006,バーサーカー ブーツ,53,23,30,0.4339622641509434,53,0.11521739130434783,460,2.547169811320755,15
overall,MIXED,16.8,ALL,3111,マーキュリー ブーツ,53,22,31,0.41509433962264153,53,0.07571428571428572,700,1.9245283018867925,15
overall,MIXED,16.13,UTILITY,1028,ルビー クリスタル,53,22,31,0.41509433962264153,53,0.0806697108066971,657,3.8679245283018866,15
overall,MIXED,16.14,TOP,1036,ロング ソード,53,22,31,0.41509433962264153,53,0.07614942528735633,696,3.792452830188679,15
overall,MIXED,15.12,UTILITY,2055,コントロール ワード,53,21,32,0.39622641509433965,53,0.5196078431372549,102,2.660377358490566,15
overall,MIXED,16.7,ALL,1036,ロング ソード,53,21,32,0.39622641509433965,53,0.06883116883116883,770,3.7358490566037736,15
overall,MIXED,16.17,BOTTOM,4645,シャドウフレイム,53,20,33,0.37735849056603776,53,0.05257936507936508,1008,2.2830188679245285,15
overall,MIXED,16.11,MIDDLE,6655,ルーデン エコー,53,20,33,0.37735849056603776,53,0.2245762711864407,236,2.0,15
overall,MIXED,16.13,ALL,3041,メジャイ ソウルスティーラー,52,45,7,0.8653846153846154,52,0.015805471124620062,3290,2.3461538461538463,15
overall,MIXED,16.17,ALL,6617,ムーンストーンの再生,52,37,15,0.7115384615384616,52,0.010317460317460317,5040,2.730769230769231,15
overall,MIXED,16.17,JUNGLE,3036,ドミニク リガード,52,36,16,0.6923076923076923,52,0.051587301587301584,1008,2.673076923076923,15
overall,MIXED,16.12,ALL,3190,ソラリのロケット,52,32,20,0.6153846153846154,52,0.058426966292134834,890,1.5,15
overall,MIXED,16.12,UTILITY,3190,ソラリのロケット,52,32,20,0.6153846153846154,52,0.29213483146067415,178,1.5,15
overall,MIXED,15.8,ALL,3071,ブラック クリーバー,52,32,20,0.6153846153846154,52,0.08,650,2.1538461538461537,15
overall,MIXED,16.17,BOTTOM,2055,コントロール ワード,52,31,21,0.5961538461538461,52,0.051587301587301584,1008,2.173076923076923,15
overall,MIXED,16.16,TOP,6653,ライアンドリーの仮面,52,31,21,0.5961538461538461,52,0.07807807807807808,666,2.423076923076923,15
overall,MIXED,16.3,ALL,3067,キンドルジェム,52,30,22,0.5769230769230769,52,0.05909090909090909,880,3.75,15
overall,MIXED,16.17,TOP,3076,ブランブル ベスト,52,30,22,0.5769230769230769,52,0.051587301587301584,1008,2.9038461538461537,15
overall,MIXED,15.19,MIDDLE,6653,ライアンドリーの仮面,52,30,22,0.5769230769230769,52,0.22608695652173913,230,2.076923076923077,15
overall,MIXED,15.24,ALL,3094,ラピッド ファイアキャノン,52,30,22,0.5769230769230769,52,0.0304093567251462,1710,3.4423076923076925,15
overall,MIXED,16.5,ALL,1028,ルビー クリスタル,52,30,22,0.5769230769230769,52,0.06419753086419754,810,3.4423076923076925,15
overall,MIXED,16.15,ALL,3068,サンファイア イージス,52,29,23,0.5576923076923077,52,0.012590799031476998,4130,2.0,15
overall,MIXED,16.10,MIDDLE,4645,シャドウフレイム,52,29,23,0.5576923076923077,52,0.23423423423423423,222,2.2115384615384617,15
overall,MIXED,16.15,MIDDLE,4646,ストームサージ,52,29,23,0.5576923076923077,52,0.06295399515738499,826,2.519230769230769,15
overall,MIXED,16.4,ALL,3363,ファーサイト オルタレーション,52,29,23,0.5576923076923077,52,0.09811320754716982,530,6.0,15
overall,MIXED,16.17,UTILITY,3076,ブランブル ベスト,52,29,23,0.5576923076923077,52,0.051587301587301584,1008,3.730769230769231,15
overall,MIXED,15.24,MIDDLE,1058,ムダニ デカイ ロッド,52,29,23,0.5576923076923077,52,0.15204678362573099,342,2.9038461538461537,15
overall,MIXED,15.3,ALL,6653,ライアンドリーの仮面,52,29,23,0.5576923076923077,52,0.12682926829268293,410,1.7692307692307692,15
overall,MIXED,16.13,MIDDLE,3153,ルインドキング ブレード,52,29,23,0.5576923076923077,52,0.0790273556231003,658,1.9807692307692308,15
overall,MIXED,16.18,ALL,3876,至点のソリ,52,29,23,0.5576923076923077,52,0.030952380952380953,1680,0.21153846153846154,15
overall,MIXED,16.18,UTILITY,3876,至点のソリ,52,29,23,0.5576923076923077,52,0.15476190476190477,336,0.21153846153846154,15
overall,MIXED,15.7,ALL,3158,アイオニア ブーツ,52,28,24,0.5384615384615384,52,0.11304347826086956,460,2.9615384615384617,15
overall,MIXED,16.15,ALL,6694,セリルダの怨恨,52,28,24,0.5384615384615384,52,0.012590799031476998,4130,2.6538461538461537,15
overall,MIXED,16.5,JUNGLE,3047,プレート スチールキャップ,52,28,24,0.5384615384615384,52,0.32098765432098764,162,1.9615384615384615,15
